catalog_id,brand,title,description,price,currency,cluster_id
12742418,,Daddario - XT Acoustic Guitar Strings Set 13-56 Phosphor Bronze Medium XTAPB1356,D'Addario XT Phosphor Bronze Acoustic Guitar Strings XTAPB1356 Medium 13-56 Never Fade Away - D'Addario XT Strings last 4 times longer than traditional uncoated strings without sacrificing the tone or feel that players know and love.Extended Life - Natural FeelStand the test of time with strings tha,3.499E1,AUD,1456309
54164067,,Epson 13x18 Premium Glossy Photo Paper,"Glanset fotopapir, 255g/m2, 30 ark",140.00,NOK,157548
29597140,,DJI Mavic Part 6 Car Charger charge the Intelligent Flight Battery through a cars cigarette lighter port,DJI Mavic Part 6 Car Charger charge the Intelligent Flight Battery through a cars cigarette lighter port,59,NZD,1430778
23346990,Jabra,Jabra Evolve 20 UC Mono Corded USB Headset,Buy the Jabra Evolve 20 UC Mono Headset from Headset Store. Next Day Delivery. MPN: 4993-829-209,41.99,GBP,1588415
30523276,,"Seagate FireCuda 2TB SATA III 3.5\"" Hybrid Drive - 7200RPM, 64MB",Enormous 2TB Hybrid Drive Capacity. No Performance Lag with this Decent 7200RPM Disk Speed and Amazing 64MB Cache,9.306E1,GBP,665327
21367693,,Asus GTX1660S 6GB PH GDDR6,"GDDR6, HDMI,DVI,DP, 2S",,,137125
78241304,Corsair,Corsair Carbide 275R White Glass Midi PC Gaming Case,"AYX (And Below), 7 Expansion Slots, GPU up to 370mm, CPU up to 170mm, Watercooling Support, Tempered Glass Side Panel, USB 3.0 x 2",84.38,GBP,717069
15071592,,AUDEMARS PIGUET ROYAL OAK OFFSHORE CHRONOGRAPH 42MM MEN'S WATCH- Luxury Souq,"42mm 18kt rose gold case, 14.21mm thickness, gold dial, fixed bezel, scratch resistant sapphire crystal, transparent case back, tang buckle clasp, automatic movement, water resistant to 100m/330ft.",,,14143134
24366661,Daniel Wellington,Daniel WellingtonDW00100036 Classic Sheffield watch,Rose gold watch with black leather strap,94.40,GBP,48610
17236806,Maxxis,Reifen Maxxis 29x2.50 Highroller II DoubleDown,,59.30,CHF,1702430
72310020,,"Apple Airpods 2019, MRXJ2ZM/A","Buy online Apple Airpods 2019, MRXJ2ZM/A **New Retail** W. Wireless Charging in stock and delivered quickly at good price",,,1126552
9632109,Cooler Master,Cooler Master MasterBox TD500 Mid Tower Windowed PC Case,"Cooler Master MasterBox TD500 Mesh, Black, Mid Tower /w Tempered Glass Window, 120mm Fans, USB 3.2, mITX/mATX/ATX/E-ATX",79.99,GBP,1497038
27210717,,"Catalyst 2960L 16 port GigE, 2 x 1G SFP, LAN Lite","Catalyst 2960L 16 port GigE, 2 x 1G SFP, LAN Lite",,,2751694
22638951,,HyperX Fury Blue 4GB [1x4GB 1600MHz DDR3 CL10 DIMM],,1.099E2,PLN,836466
25939565,,海盗船iCUE 465X RGB ATX WHITE (LL120 RGB Fan) Mid-Tower Smart Case V2,,399.00,AUD,75807
28830600,,Swiss Military Hanowa Undercover Multifunction Horloge,,,,4246715
32441739,,Western Digital WD Blue SN550 1TB NVMe SSD,,189.00,AUD,156996
21293905,,Tissot Seastar 1000 T120.407.17.041.00,,695.00,EUR,973707
80932957,,Seagate IronWolf Pro ST16000NE000hard drive - 16 TB - SATA 6Gb/s,Optimized for NAS with AgileArrayHigh performance means no lag timeRotational Vibration (RV) sensorsDesigned for always accessible 24×7 performance,430.93,GBP,40783
39290581,,Hikvision 8-Channel 720p HD-TVL Turbo DVR - DS-7208HQHI-K1,DescriptionSupport H.265 Pro+/H.265 Pro/H.265 Video CompressionSupport HDTVI/AHD/CVI/CVBS/IP Video InputAudio Via Coaxial CableMaximum 6/12/24 IP Cameras Input (up to 6 MP)Maximum 800m for 1080p And 1200m For 720p HDTVI Signal TransmissionUp To 10TB Capacity Per HDDWarranty3 YearsFULL SPEC SHEET - C,2.125E3,ZAR,1423051
78660792,,Samsung CLT-K406S Black Toner Cartridge (Compatible),"Our Samsung CLTK406S Black Toner compatible cartridges have been manufactured to the highest standards. Compared to buying Original Branded ink, our Samsung laserjet compatible cartridges are the best deal on the Irish market today! Buy it now to ensure the best value for money available online! Col",34.42,EUR,3240283
47838777,Epson,Magenta Ink for Epson Discproducer PP100,,39.89,GBP,2284784
28556391,,RAM® Torque™ Large Rail Base,"Ball size: C Size 1.5"" Rubber BallAccommodates rails 1 1/8"" to 1 1/2"" in diameterPowder Coated Marine Grade Aluminum",27,EUR,279895
41579966,,Daniel Wellington Sheffield Classic DW00100020,,189.00,EUR,5135259
60604702,,Seagate IronWolf Pro ST6000NE000 Interne Festplatte 3.5 Zoll 6000 GB Serial ATA III,"Seagate IronWolf Pro ST6000NE000, 3.5 Zoll, 6000 GB, 7200 RPM",241.32,EUR,84984
79883238,Epson,Epson Papper Photo Prem Glossy A2 25 Ark 225g,,695,SEK,1554234
68865061,,"Razer DeathAdder V2 - Wired USB Gaming Mouse with Optical Mouse Switches, Focus+ 20K Optical Sensor, 8 Programmable Buttons and Best-in-class Ergonomics (New)",,98.33,GBP,686177
28149953,,"Asus mb prime B450-PLUS B450 AM4 4DDR4 DVI+HDMI 3*PCIE, 6*SATA,M.2 rgb atx",Schede Madri - ASUS - 90MB0YN0-M0EAY0 - MB PRIME B450-PLUS,104.1,EUR,529706
95558103,,Lacie 2TB USB-C Mobile Drive prenosni disk,,,,137764
35350872,,SEAGATE EXTERNAL HDD MOBILE DRIVE 5TB USB 3.1 USB TYPE C 2 YEAR CARRY IN WARRANTY,,,,500837
9867732,,Disco Seagate Ironwolf Pro 6Tb 256Mb (St6000ne000),"Seagate IronWolf Pro ST6000NE000, 3.5\"", 6000 GB, 7200 RPM",202.21,EUR,84984
55645617,,Atomos Pro Video Coiled HDMI Cable - Full HDMI to Full HDMI,"DescriptionPRODUCT SPECIFICATIONSAtomos Pro Video Coiled Full HDMI to Full HDMI CableAvailable in 30cm to 45cm (11.81\"" to 17.71\"") and 50cm to 65cm (19.68\"" to 25.59\"") ATOMOS Pro Video Coiled HDMI Cables provide you with a clean and discreet connection without compromising extension when you need ",29,USD,1208546
98866039,,Pen Drive 3.0 64Gb Se9G2 Kingston Silver,,18.26,,435008
67725254,,HK DVR TURBOHD 32ch DS-7332HQHI-K4,"DVR Hikvision Turbo HD 32 canale DS-7332HQHI-K4; 4MP; 32 canale video; suporta pana la 40 camere IP-max 6MP; HDTVI/HDCVI/AHD/CVBS; interfata audio: 4in/1out, alarma: 16in/4out; Compresie Video: H.265+/H.265/H.264 +/H.264; Iesiri video: HDMI 2 la rezolutie 4K (3840 -2160), HDMI1 si VGA la rezolutie 1",2552.57,RON,3034024
17212553,Corsair,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,,265,SEK,971833
28125665,,Garmin fenix 5X Sapphire Slate Gray / Black Band,,2239,PLN,139209
80380534,,RAM Suction Cup Double Base without ball,FEATURES RAM Twist-Lock dual suction cup base is ideal for vehicle windshields and other nonporous surfaces Includes plate adapter featuring the universal AMPS hole pattern compatible with a variety of RAM bases Made of high-strength composite and powder-coated steel for durability and reliability i,7900,ISK,4656590
55602477,DJI,DJI DJI |Tello Part 9 Battery Charging Hub CP.PT.00000271.0,,24.99,CAD,1555405
84320304,Dymo,Dymo 9mm Black On White D1 Tape (40913),Dymo S0720680 from The Dymo Shop. 40913 Black On White - White- 9mm .,11.03,GBP,4559
62392977,Ubiquiti,Punct de acces Pachet 5 Bucati UAP-AC UniFi Alb,,"4,314.99 Lei;",,4275566
15469512,Canon,Canon EF-S 18-135mm IS USM Zoom Lens,Canon EF-S 18-135mm IS USM Zoom Lens,849,AUD,390091
66010486,TISSOT,TISSOT -Seastar 1000 Powermatic 80- T120.407.11.051.00,"Swiss-made automatic movementWidth 43mmScratch-resistant sapphire crystalGender: MaleOrigin Swiss MadeCollection T-SportCase shape roundWaterproof up to a pressure of 30 bar (300 meters / 1000 feet)Housing material 316L stainless steelLength 43mmLug 21mmThickness 12,7mmDisplay back, ceramic bezelWei",672.61,EUR,330408
33130244,,Crucial CT51264BF160BJ 4GB DDR3 PC3-12800 Unbuffered NON-ECC,"Crucial 4GB DDR3 PC3-12800 Unbuffered NON-ECC 1.35V204-pin SODIMMDDR3 204-pin SODIMM: Approximately 2.66 in. by 1.18 in. (66 mm by 30 mm)In short, 204-pin small outline dual inline memory modules (SODIMMs) are the form factor used to provide DDR3 memory modules for notebook computers and other small",943.00,MUR,893407
36506109,,"Extreme PRO, 32 GB memory card SDHC Class 10 UHS-II",Product colour: BlackInternal memory type: UHS-IICapacity: 32 GBFlash card type: SDHCFlash memory class: Class 10Weight: 1.7 gWidth: 35.8 mmDepth: 42.7 mmHeight: 3.56 mmPackage type: BlisterPackage weight: 22.68 gPackage width: 152.4 mmPackage depth: 101.6 mmQuantity per pack: 1 pc(s)Package height:,659.95,DKK,580471
44201512,,ADATA XPG 256G SX8200 Pro M.2 NVME SSD | Discount Computer Needs,"View and shop for ADATA XPG 256G SX8200 Pro M.2 NVME SSD, Solid State Drives, and many more products at Discount Computer Needs.",92.95,AUD,1856741
35307953,,Epson Premium Glossy Photo Paper- 15 sheet(s),"Media Sizes: A4 (210 x 297 mm), Included Qty: 15 sheet(s), Media Weight: 255 g/m2",18.48,GBP,1601212
10387804,,SEIKO SPB103J1 Prospex Automatic Steel Green Dial Men's Watch,"DescriptionSeiko,If you love to wear watches, then this Round shape Watch with caliber number 6R35 from Seiko is meant for you. This adventurous spirit led to the creation of a long-running series of watches whose “professional specifications” (“Prospex” ) endeared them to those who sought the vener",2.175E3,AED,4060886
91421108,Tissot,Relógio Tissot T-Sport T1204171704100 Seastar,Swiss Made Quartz Diving Watch,495.00,EUR,1167881
68374441,,"Instax SQUARE Film 20 shot pack, white border",Image Size - 62 mm x 62 mmFilm Size - 86 mm x 72 mmSuitable for all SQUARE cameras and SHARE printersCompatible with all instax SQUARE cameras and printersinstax SQUARE - 20 shotsColour instant film in a square-format.Square-format film compatible with the instax square printers and cameras has arri,17.0,GBP,300521
67647713,,"APC SMART UPS (SMT), 1000VA, 230V, LCD, RM 2U WITH SMART CONNECT - 3YR WTY","Intelligent and efficient network power protection from entry level to scaleable runtime. Ideal UPS for servers, point-of-sale, routers, switches, hubs and other ...",999.35,AUD,91557
48329606,Hikvision,"DVR 8 canale HIKVISION Turbo HD DS-7208HQHI-K1 TurboHD 3.0 H.265+, 1xSATA","DVR DS-7208HQHI-K1 8 canale Hikvision TurboHD 3.0 FullHD (1080p), inregistreaza camere video de supraveghere HIKVISION TurboHD la rezolutie Full HD 20fps, compresie H264+. Se pot utiliza simultan camere analogice clasice, HIKVISION TurboHD, AHD si 2 camere IP HD HIKVISION.",389.000052,RON,1423051
88555676,,Epson atrament WF5000 series black XXL - 65.1ml C13T789140,,59.71,EUR,2484292
84407354,,0000000475| Canon PGI29GY Grey Ink Tank,0000000475| Canon PGI29GY Grey Ink Tank,47.50,AUD,1106750
43900336,,"Kingston HyperX FURY schwarz DIMM Kit 8GB, DDR3-1600, CL10",CL10,41.44,EUR,702149
7916004,,Kingston Canvas 32GB Micro SDHC C10 U1,,17.95,USD,595102
12706433,,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg (60 Softgels),"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Supportis formulated withubiquinol, a highly bioavailable form of coenzyme Q10 nutrient, and augmented with the adaptogen PrivaVie shilajit, clinically shown to further increase CoQ10 absorption, promote cardiovascular health, and help restore youthf",4.96E1,USD,187912
54524144,,WIRELESS AC600 DUAL BAND TP-LINK ARCHER T2U NANO USB2.0 150MBPS A 2.4GHZ + 433MBPS A 5GHZ 802.11AC/A/B/G/N,,15.61,EUR,373003
22821574,,"Crucial SSD MX500 2.5\"" 500GB M.2 (2280) 3D Nand","Crucial MX500 CT500MX500SSD4 500 GB (3D NAND, SATA, M.2 Type 2280SS, Internal SSD)",54.28,EUR,1282167
91216899,,008 Traveler's Notebook Regular- Refill - Zipper Case,"Take your TRAVELER'S Notebook beyond the normal use of a notebook. The ZipperCase transforms your TRAVELER'S Notebook into a convenient storage for pens, pencils, tickets receipts, keys, coins, and so much more. A thin pocket is included on the other side of your zipper case, great for photos and po",10.0,USD,613888
7218865,Garmin,Garmin Fēnix® 5X Plus Sapphire black with Black Band 010-01989-01 smartwatch,"For athletes and outdoor adventurers who want the ultimate in a multisport on-wrist trainer, the ultra-rugged fēnix 5X Plus is here. It's our first fēnix series watch to offer a wrist-based Pulse Ox Acclimation sensor for blood oxygen saturation awareness at high altitudes. Other highlights include ",708.25,EUR,1138411
29653526,,"Evans 22"" EMAD2 Batter Clear","Featuring an outer 7mil ply, plus an inner ply of 10mil, the Evans EMAD 2 series provides you with enhanced attack, focus, and durability thanks to the unparalleled industry standard EMAD (Externally Mounted Adjustable Damping) system.As used by:Jay WeinbergBrian Frasier-MooreAnika NillesSpecsSoundD",114.99,AUD,1669570
10042792,,SRM CASSETTE NEW RED XG1090 P.DOME 11/23,,281.5307,EUR,1468560
1766796,,Gorra New Era NY Yankees 39Thirty Cap,,2.59E1,EUR,60449185
98589662,SIGMA,Sigma 35mm f/1.4 DG HSM Art Lens for Nikon DSLR Cameras,Aperture Range: f/1.4-16Hyper Sonic Motor (HSM)Floating Internal Focus SystemMinimum Focusing Distance: 11.8″Anti-Flare Super Multi-Layer CoatingSpecial & “F” Low Dispersion ElementsFront Filter Thread Diameter: 67mm9x Circular Aperture BladesCompatible with Sigma USB DockSigma 35mm f/1.4 overviewTh,0.0,USD,900968
48637656,Western Digital,"Western Digital Blue 3.5\"" 2000 Go Série ATA III","Western Digital Blue, 3.5\"", 2000 Go, 5400 tr/min",78.76,EUR,2002887
64117222,,Brother - TN-135Y toner yellow (4 000 str.),CZ distribuce / 4977766648165 / TN135Y /,3842.00,CZK,3052278
9940059,Samsung,Samsung 860 PRO 1TB 2.5” SATA SSD/Solid State Drive,"1TB Samsung 860 PRO, 2.5” SSD, SATA III 6Gb/s, MJX, MLC V-NAND, 1GB Cache, Read 560MB/s, Write 530MB/s, 100k/90k",243.98,GBP,158919
35860022,TP-LINK,TP-Link Archer-T9UH AC1900 USB 3.0 Adaptr,ArabirimUSBVeri Hz1300 MbpsVeri Hz600 Mbpsalma Frekans2.4 GHzalma Frekans5 GHzGaranti Sresi24 Ay,518.57,TRY,1155981
48093720,OKI,OKI Toner Cyan 10k - C831,,2995,SEK,796023
88973968,Evans,Evans EC2 Clear 8 Inch Drum Head Skin Level 360,,29.25,AUD,2453362
94367933,,Steering Stem Mount Base - RAM 342,The RAM fork stem mount is one of the cleanest ways to mount small electronics on your motorcycle. Simply slide the assembly into the hole of the stem and tighten the machine screw to create a tight fit. This part is designed to fit into the cylindrical bore wall of fork stems and will work with ste,15.95,USD,2039173
80212720,Brother,Brother HL-L8360CDW Business Color Laser Printer with Duplex Printing and Wireless Networking -HL-L8360CDW,"The Brother HL-L8360CDW color laser printer is a great choice for workgroups with higher print volumes that need low cost printing and reliable, business quality output. This high-performance printer helps to increase your productivity with print speeds up to 33ppm and a 2.7\"" Touchscreen display fo",479.98,USD,323596
40500483,,Brother HL-L6200DW Monochrome Laser Printer With WiFi Network & Auto Duplex,"Brother HL-L6200DW Monochrome Laser Printer Business laser printer with automatic 2-sided printing, Wi-Fi and wired networking Up to 50/52 ppm (quiet mode: Up to 25/26 ppm) High quality resolution up to 1,200 x 1,200 dpi Built-in Gigabit Ethernet and wireless for fast and easy networking Enjoy lower",33399,INR,5712817
81830866,,D'Addario - EJ16 Phosphor Bronze Acoustic 12-53,"EJ16 is D'Addario's most popular set of light gauge strings for acoustic guitar. Since D'Addario introduced Phosphor Bronze guitar strings in 1974, they have been synonymous with warm and well-balanced acoustic tone.",4.89E0,USD,1297798
54637257,,"SIGMA35mm/1.4 DG HSM | ART [Canon EF-mount]E67> € 80,- cashback (geldig t/m 30 september 2020)",,,,704991
46088087,,"HP 652611-B21 653960-001 652625-002 300GB 15K RPM 2.5\"" SAS HDD Hard Drive HPE","Specifications: Brand- HP HP Part Number(s)- 652611-B21 Compatible Part Number(s)- 653960-001 Assembly Part Number(s)- 652625-002 Model Part Number(s)- EH0300FCBVC Capacity- 300GB Form Factor- 2.5\"" SFF Interface Type- SAS Data Transfer Rate- 6Gbps Spindle Speed- 15,000 RPM Condition- This item is c",129.00,USD,199460
21918296,,Samsung C27F390 27in Full HD LED Monitor,The Samsung 27” curved monitor with 1. 8 m radius of arc wraps your field of vision like your local iMax theatre screen.,19632.440,PHP,709380
22618779,,Epson Premium Semigloss A4 20 Sheets,Buy the Epson Premium Semigloss A4 20 Sheets from Conns Cameras in Dublin. Irelands Top Photo and Video Specialist with unrivalled backup service and support,20.66,EUR,1550300
457768,,"Seagate IronWolf 6TB 3.5"" NAS HDD",,0,SEK,498972
14935301,,GARMIN fēnix 6X Pro Sapphire,"Show your wrist what you're made ofPush new limits and explore new challenges — while adding mapping, music, intelligent pace planning and more to your workouts with the fēnix 6X selection of premium smartwatches. Wrist-based heart rate1and Pulse Ox2sensors add insight to your fitness activities Dyn",52980.00,MKD,1761376
88950114,Fujifilm,Fujifilm XF-56mm f1.2 R,"Fujifilm XF-56mm f1.2 R, 28.5º Viewing Angle, 0.09x Magnification",879.49,GBP,565142
25817481,Omega,Seamaster Planet Ocean 600 M Omega Co-Axial Master Chronometer Chronograph 215.32.46.51.01.001,"It was with OMEGA’s maritime legacy in mind that the brand launched its Planet Ocean line in 2005. Today, the stylish OMEGA Seamaster Planet Ocean 600M Master Chronometer pays homage to OMEGA’s dive watch heritage.This model, with its scratch-resistant sapphire crystal, features a black ceramic dial","8,350.00",USD,1476532
14132157,SRAM,SRAM PG-1130CASSETTE ROAD - 11 SPEED,FEATURESCompatible with all SRAM 11-speed chains11-42t cassette fits 10 and 11-speed non-XD™ driver bodies (1.85mm spacer is required for 11-speed driversCompatible with 11-speed road splined driver bodies11-36t and 11-42t cassettes are compatible with 1x drivetrains onlyPower Glide™ shift technolog,40.0,OMR,296239
3719213,Canon,Canon EF-S 18-200mm f/3.5-5.6 IS Lens,Canon EF-S 18-200mm f/3.5-5.6 IS Lens - this product is manufactured by Canon in Japan (and maybe in other countries),,,213315
10155621,ASUS,ASUS TUF Gaming X570-Plus Mainboard Sockel AM4,"Arbeitsspeicher:2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Arbeitsspeicher; 3rd Gen AMD Ryzen™ Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Memory; 2nd Gen AMD Ryzen™ Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Me",219.90,EUR,617064
14591909,Shimano,Shimano Dura-Ace CS-R9100 11 Speed Cassette (Silver/Grey) (11-28T),"The Shimano CS-R9100 Dura-Ace HG Cassette Sprocket (11-speed) is the latest update to the top level Dura-Ace line. Featuring the pinnacle in lightweight and strong materials, Dura-Ace is the choice of the best riders on the planet.Features:Rider tuned gearingWider gear combination: 11-28T/12-28T/11-",224.99,USD,1915922
2493882,,3M - DESKTOP LCD LW FRAMED FILTER F-FEEDS,3M DESKTOP LCD LW FRAMED FILTER F-FEEDS (PF220W1F) - Type: Annet Tilbehør,3499.00,NOK,196841
32292330,SHIMANO,BICYCLE-CHAIN-CN-HG95-SUPER-NARROW-HG-FOR-MTB-10-SPEED-116-LINKS-W/O-END-PIN-W/AMPOULE-TYPE-CONNECT-PIN-X1,"BICYCLE CHAIN, CN-HG95 SUPER NARROW HG FOR MTB 10-SPEED 116 LINKS, W/O END PIN, W/AMPOULE TYPE CONNECT PIN X1, IND.PACK",14.0,OMR,107440
10108569,Gigabyte,"PCIeX: GTX 1650 Super OC Nvidia Gigfbyte 4GB/GDDR6/128bit/DVI, HDMI, DP ( Gaming )",,,,1349881
61883869,,ADAPTADOR WIRELESS USB DB ARCHER T2U AC600 TP-LINK,,154.56,BRL,373003
5089485,Sigma,Sigma 105mm f1.4 DG HSM I Art Lens- Canon fit,"105mm F1.4 DG HSM | ATHE “BOKEH MASTER”Category:Lenses, Telephoto Lenses, USB Dock CompatibleClass:ArtTypical Photography:Creative, Wedding & Events, Portrait, Sports & Action, SpecialtyOptical system delivering unsurpassed F1.4 performanceExceptional peripheral brightnessDust and splash-proof struc",965.83,GBP,2161920
8713688,,DJI Mavic 2 Car Charger - Part 11,"The Mavic 2 Car Charger has a maximum output power of 80W, allowing you to charge batteries while driving. It features overheating protection and low-voltage protection technology to ensure a safe and reliable charge and drive.",7.9E1,USD,697868
12333156,SanDisk,SanDisk SSD PLUS Solid State Drive 480GB,"Step up to SSD speeds and inject new life into your laptop or desktop PC with the new Solid State Drive PLUS (SSD) - 480GB from SanDisk, 20x faster than your hard drive",73.49,GBP,1037877
48390119,Sony,Sony 50mm f/1.8 Standard Prime Lens,"A large-aperture 50mm prime lens is a must-have for serious full-frame camera users, and this is an excellent, affordable choice. The optical design is state-of-the-art for high image quality, and the large F1.8 maximum aperture can produce gorgeous background bokeh. On APS-C format E-mount bodies i",599,AUD,1453810
47385841,GIGABYTE,"Placa video Gigabyte Radeon RX 5500 XT OC 4GB GDDR6, 128-bit",Garantie 36 luni,940.99,RON,1857431
26567011,SanDisk,120GB SanDisk SSD Plus 2.5” Sata III Internal Solid State Drive (SDSSDA-120G-G27),"The SanDisk 120GB SSD Plus is the ideal solution to replace your computer's hard drive. With no moving parts, it has better longevity and speed.*Comes in retail packaging ready for resale.Model #: SDSSDA-120G-G27",23.20,USD,327381
56993303,,"Corsair ML140 PRO LED Blå, 140mm Vifte","Magnetic Levitation Fan, 140x140x25mm, 400~2000 RPM, 20~97 CFM, 16-37dBA, 4-pin",299.00,NOK,509638
7406291,,AMD Ryzen 5 2600X Processor (6 Core / 12 Threads),,14499,INR,9046
76457860,,Canon EF-S 18-135 mm F3.5-5.6 IS USM (bulk verpakking),,449,EUR,390091
84410355,,SANDISK 128GB SDXV5 EXTREME SDXC MEMORY CARD (SDSDXV5-128G-GNCIN)-WRTY LTD LIFET W/DISTRIBUTOR,Warranty : LTD LifeTime with Local Distributor - Convergent,48.00,SGD,2427670
72029794,Ubiquiti,Ubiquiti UniFi UVC-G4-PRO Network IP 4K Video Surveillance Camera,"The UniFi Video Camera G4-PRO is Ubiquitis most powerful camera to date, featuring a large 1/2\"" image sensor, 3X powered optical zoom lens and integrated high-power infrared LEDs for long range night vision performance.",465.99,GBP,788533
3079056,,"HDD Seagate NAS IronWolf Pro 8TB 3,5\"" ST8000NE001",,,,1578824
71514700,Kingston,Kingston Canvas Select 64GB microSD kártya,,6990,,53163
72910194,SRAM,Sram NX Eagle kassette - 11-50T,12 speed kassette til Sram NX Eagle.,869,DKK,70762
10025787,Victron,Victron MultiPlus Inverter Charger C 12/2000/80-30,"Victron MultiPlus Inverter Charger 12V / 2000VA / 80A Battery Charger with 30A AC Transfer Switch, 5 Year Warranty",1650,AUD,4739100
15393429,,Epson - Vaschetta recupero toner - C13T619000,Vaschetta recupero toner,23.09,EUR,484404
70518638,Seagate,"Seagate IronWolf Pro ST4000NE001 - Hard drive - 4 TB - internal - 3.5\"" - SATA 6Gb/s - 7200 rpm - buffer_ 128 MB - with 2 years Rescue Data Recovery Service Plan","Product InformationTough. Ready. ScalableFor everything NAS, there's IronWolf and IronWolf Pro. Always on and always working, IronWolf is enhanced with AgileArray technology for optimal reliability and system agility. Multi-user technology and extreme workload rates allow IronWolf to perform and sca",145.97,GBP,1102119
62380727,Pokemon,Pokemon Pokemon Rebel Clash 3 Pack Blister,1 Random Pokemon Sword & Shield Rebel Clash 3 Pack Blister,12.99,USD,3227349
48061329,,TWIST LOCK HEAVY DUTY SUCTION CUP WITH DIAMOND PLATE ACCESSORY (BASE),,27.68,EUR,3553607
81858107,,Brother HL-L6200DW laser printer 1200 x 1200 DPI A4 Wi-Fi,,0.00,NZD,5712817
61690853,,CORSAIRMl140 Pro Rgb 140mm Premium Magnetic FAN CO-9050077-WW,Corsair ML140 PRO RGB 140mm Premium Magnetic Levitation RGB LED PWM Fan Single Pack (Embargo Nov 16),56,AUD,264505
41364197,,"Western Digital Red 1TB 5400rpm 16MB SATA3 2,5""(WD10JFCX)",,24510,HUF,1524442
5263192,,Garmin GPS multi-sport watch fenix 5S,"A fascinating GPS multi-sport smartwatch paves its way! Discover a real all-rounder: the Garmin fenix 5. The powerful and smart successor of the fenix 3 brings several innovations along: improved heart rate measuring, precise GPS tracking, wide-range analysis possibilities, Performance-Wigdet, Group",599,EUR,1406172
49744056,,DYMO D1 - Glossy tape - black on white - Roll (1.9cm x 7m) - 1 roll(s),Dymo 2000/5500 Tape 19mmx7m Black/White 45803.,13.49,GBP,103304
77697394,,RAM® Double Socket Arm C Ball B Length,"C Size 1.5"" Rubber BallCapacity: up to 1.8 kgPowder Coated Marine Grade Aluminum",28,EUR,93315
20525609,,Ernie Ball 2222 Hybrid Slinky Nickel Wound Electric Guitar 6 String 9-46,"Ernie Ball Nickel Wound Electric Guitar Strings are made from nickel plated steel wire wrapped around tin plated hex shaped steel core wire. The plain strings are made of specially tempered tin plated high carbon steel producing a well balanced tone for your guitar. Gauges .009, .011, .016, .026, .0",5.49E0,USD,1382225
45187816,ASUS,"TUF B450M-PLUS GAMING, Mainboard",,31286,,2833952
21104542,,"Corsair Crystal iCUE 465X RGB White Steel, Plastic, Tempered Glass ATX Mid Tower Computer Case - White | CC-9011189-WW","Direct Airflow Path Expensive Storage Intelligent Control, Unlimited Possibilities Three Corsair LL120 RGB Fans",525.00,AED,75807
12997946,,Corsair ML140 2x PWM 140mm Magnetic Levitation Fan | Discount Computer Needs,"View and shop for Corsair ML140 2x PWM 140mm Magnetic Levitation Fan, Computer Case Fans, and many more products at Discount Computer Needs.",88.00,AUD,456079
74965852,,Epson - Print cartridge - XL size - 1 x magenta - 2000 pages,Epson - Print cartridge - XL size - 1 x magenta - 2000 pages,37.83,GBP,730149
7900674,Sigma,Sigma 50mm f1.4 DG HSM Art Nikon Fit Lens,"The Sigma 50mm f1.4 DG HSM A Nikon fit is a high-performance, large aperture lens that joins the Art line within Sigma's Global Vision series, ideally suited for creative and artistic applications for photo and video use. Designed with a focus on sophisticated optical performance, this fast standard",569.00,GBP,393711
13110023,AMD,AMD Ryzen 9 3900XT Twelve Core 4.7GHz (Socket AM4) Processor - Retail (100-100000277WOF),"100-100000277WOF, 12 Core with 24 Threads, 4.70GHz clock speed, 7nm FinFet Process, 64MB L3 Cache, Dual Channel DDR4 Controller, 3200-3600MHz RAM Recommended, 3 Year Warranty",479.988,GBP,32777
66355149,,002 TN Regular Refill Grid Notebook Basic Item TRC,Traveler's company,4.5,EUR,2662935
37848549,,Ernie Ball Hybrid Slinky 9-46 Electric Guitar Strings,Ernie Ball Hybrid Slinky 9-46 Electric Guitar Strings,7.99,USD,1382225
51766259,Seagate,"HDD: 10 Tb (3.5\"") 7200 Seagate IronWolf SATA III 256Mb (ST10000VN0008)",,,,1482775
54989453,tp-link,tp-link TP-Link N150 Wireless Wi-Fi Nano USB Adapter,TP-Link USB Wifi Adapter for PC N150 Wireless Network Adapter for Desktop - Nano Size Wifi Dongle Compatible with Windows 10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3 (TL-WN725N),12.99,USD,97189
83266425,,SanDisk Extreme Pro SDXC UHS-3 170MB/s - 256GB,"Flashminnekort, 256 GB, Video Class V30 / UHS-I U3 / Class10, SDXC UHS-I",1183.00,NOK,1600396
